InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536012,28930,AZÚCAR,1,2023-01-06 18:59:00,4.9,17988.0,Colombia
536012,49806,HUEVOS,4,2023-01-06 18:59:00,4.6,12844.0,Colombia
536013,31048,ACEITE DE GIRASOL,2,2023-01-01 11:02:00,3.02,15401.0,Colombia
536013,87297,QUESO MUZZARELLA,3,2023-01-01 11:02:00,4.69,14322.0,Colombia
536013,29772,FRIJOL CARGAMANTO,2,2023-01-01 11:02:00,3.43,16406.0,Colombia
536013,87914,ARROZ,4,2023-01-01 11:02:00,1.65,14026.0,Colombia
536014,31048,ACEITE DE GIRASOL,2,2023-01-06 05:00:00,3.02,15534.0,Colombia
536014,29772,FRIJOL CARGAMANTO,4,2023-01-06 05:00:00,3.43,15233.0,Colombia
536014,87914,ARROZ,4,2023-01-06 05:00:00,1.65,17248.0,Colombia
536015,94537,HARINA DE MAÍZ,5,2023-01-07 10:17:00,2.76,16498.0,Colombia
536015,87297,QUESO MUZZARELLA,4,2023-01-07 10:17:00,4.69,16222.0,Colombia
536016,31048,ACEITE DE GIRASOL,3,2023-01-03 15:42:00,3.02,16089.0,Colombia
536016,29772,FRIJOL CARGAMANTO,3,2023-01-03 15:42:00,3.43,15701.0,Colombia
536016,87914,ARROZ,5,2023-01-03 15:42:00,1.65,12311.0,Colombia
536017,31048,ACEITE DE GIRASOL,5,2023-01-03 13:22:00,3.02,15421.0,Colombia
536017,29772,FRIJOL CARGAMANTO,4,2023-01-03 13:22:00,3.43,13279.0,Colombia
536017,87914,ARROZ,1,2023-01-03 13:22:00,1.65,14320.0,Colombia
536018,26907,CAFÉ,4,2023-01-04 13:39:00,2.36,12698.0,Colombia
536018,95931,LECHE,1,2023-01-04 13:39:00,2.18,17981.0,Colombia
536018,28930,AZÚCAR,1,2023-01-04 13:39:00,4.9,13561.0,Colombia
536018,31048,ACEITE DE GIRASOL,1,2023-01-04 13:39:00,3.02,12074.0,Colombia
536019,31048,ACEITE DE GIRASOL,3,2023-01-03 06:49:00,3.02,15681.0,Colombia
536019,29772,FRIJOL CARGAMANTO,1,2023-01-03 06:49:00,3.43,12668.0,Colombia
536019,87914,ARROZ,4,2023-01-03 06:49:00,1.65,16559.0,Colombia
536020,95931,LECHE,4,2023-01-07 21:09:00,2.18,13066.0,Colombia
536020,94537,HARINA DE MAÍZ,4,2023-01-07 21:09:00,2.76,13676.0,Colombia
536020,87297,QUESO MUZZARELLA,4,2023-01-07 21:09:00,4.69,15510.0,Colombia
536021,95931,LECHE,3,2023-01-06 04:08:00,2.18,16842.0,Colombia
536021,29772,FRIJOL CARGAMANTO,2,2023-01-06 04:08:00,3.43,13913.0,Colombia
536021,87914,ARROZ,1,2023-01-06 04:08:00,1.65,13509.0,Colombia
536021,28930,AZÚCAR,3,2023-01-06 04:08:00,4.9,14058.0,Colombia
536021,26907,CAFÉ,5,2023-01-06 04:08:00,2.36,17946.0,Colombia
536022,31048,ACEITE DE GIRASOL,5,2023-01-07 19:00:00,3.02,13315.0,Colombia
536022,29772,FRIJOL CARGAMANTO,1,2023-01-07 19:00:00,3.43,13630.0,Colombia
536022,87914,ARROZ,3,2023-01-07 19:00:00,1.65,16771.0,Colombia
536023,26907,CAFÉ,5,2023-01-03 16:06:00,2.36,15098.0,Colombia
536023,94537,HARINA DE MAÍZ,4,2023-01-03 16:06:00,2.76,12087.0,Colombia
536023,29772,FRIJOL CARGAMANTO,2,2023-01-03 16:06:00,3.43,14968.0,Colombia
536023,87297,QUESO MUZZARELLA,1,2023-01-03 16:06:00,4.69,16742.0,Colombia
536024,26907,CAFÉ,2,2023-01-03 07:06:00,2.36,13474.0,Colombia
536024,95931,LECHE,1,2023-01-03 07:06:00,2.18,14144.0,Colombia
536024,28930,AZÚCAR,1,2023-01-03 07:06:00,4.9,13241.0,Colombia
536025,31048,ACEITE DE GIRASOL,3,2023-01-08 05:37:00,3.02,15710.0,Colombia
536025,94537,HARINA DE MAÍZ,3,2023-01-08 05:37:00,2.76,16581.0,Colombia
536025,29772,FRIJOL CARGAMANTO,3,2023-01-08 05:37:00,3.43,14028.0,Colombia
536025,87914,ARROZ,1,2023-01-08 05:37:00,1.65,13979.0,Colombia
536026,49806,HUEVOS,5,2023-01-04 23:35:00,4.6,13690.0,Colombia
536026,87914,ARROZ,2,2023-01-04 23:35:00,1.65,16981.0,Colombia
536027,31048,ACEITE DE GIRASOL,2,2023-01-02 17:51:00,3.02,12111.0,Colombia
536027,28930,AZÚCAR,4,2023-01-02 17:51:00,4.9,16381.0,Colombia
536027,29772,FRIJOL CARGAMANTO,4,2023-01-02 17:51:00,3.43,17246.0,Colombia
536027,87914,ARROZ,5,2023-01-02 17:51:00,1.65,17477.0,Colombia
536028,26907,CAFÉ,3,2023-01-04 23:18:00,2.36,12007.0,Colombia
536028,95931,LECHE,3,2023-01-04 23:18:00,2.18,16012.0,Colombia
536028,28930,AZÚCAR,3,2023-01-04 23:18:00,4.9,12193.0,Colombia
536028,49806,HUEVOS,4,2023-01-04 23:18:00,4.6,12656.0,Colombia
536029,94537,HARINA DE MAÍZ,5,2023-01-07 05:14:00,2.76,13893.0,Colombia
536029,29772,FRIJOL CARGAMANTO,3,2023-01-07 05:14:00,3.43,17647.0,Colombia
536029,87297,QUESO MUZZARELLA,3,2023-01-07 05:14:00,4.69,17030.0,Colombia
536029,87914,ARROZ,1,2023-01-07 05:14:00,1.65,16168.0,Colombia
536030,94537,HARINA DE MAÍZ,-1,2023-01-02 16:56:00,2.76,17669.0,Colombia
536030,28930,AZÚCAR,1,2023-01-02 16:56:00,4.9,16899.0,Colombia
536030,87297,QUESO MUZZARELLA,1,2023-01-02 16:56:00,4.69,12876.0,Colombia
536031,31048,ACEITE DE GIRASOL,2,2023-01-04 22:01:00,3.02,17829.0,Colombia
536031,29772,FRIJOL CARGAMANTO,4,2023-01-04 22:01:00,3.43,14904.0,Colombia
536031,87297,QUESO MUZZARELLA,4,2023-01-04 22:01:00,4.69,14251.0,Colombia
536031,26907,CAFÉ,1,2023-01-04 22:01:00,2.36,17841.0,Colombia
536031,94537,HARINA DE MAÍZ,3,2023-01-04 22:01:00,2.76,17388.0,Colombia
536032,26907,CAFÉ,4,2023-01-07 09:03:00,2.36,13336.0,Colombia
536032,95931,LECHE,5,2023-01-07 09:03:00,2.18,16012.0,Colombia
536032,28930,AZÚCAR,2,2023-01-07 09:03:00,4.9,12826.0,Colombia
536032,29772,FRIJOL CARGAMANTO,5,2023-01-07 09:03:00,3.43,12752.0,Colombia
536033,26907,CAFÉ,5,2023-01-06 05:52:00,2.36,14297.0,Colombia
536033,95931,LECHE,5,2023-01-06 05:52:00,2.18,17054.0,Colombia
536033,28930,AZÚCAR,1,2023-01-06 05:52:00,4.9,14376.0,Colombia
536033,49806,HUEVOS,5,2023-01-06 05:52:00,4.6,14580.0,Colombia
536034,26907,CAFÉ,4,2023-01-06 06:34:00,2.36,14232.0,Colombia
536034,95931,LECHE,1,2023-01-06 06:34:00,2.18,16426.0,Colombia
536034,49806,HUEVOS,2,2023-01-06 06:34:00,4.6,13423.0,Colombia
536034,65719,PAN TAJADO,5,2023-01-06 06:34:00,3.39,12600.0,Colombia
536035,94537,HARINA DE MAÍZ,1,2023-01-05 10:16:00,2.76,16915.0,Colombia
536035,87297,QUESO MUZZARELLA,4,2023-01-05 10:16:00,4.69,16880.0,Colombia
536036,26907,CAFÉ,3,2023-01-04 14:43:00,2.36,12574.0,Colombia
536036,31048,ACEITE DE GIRASOL,2,2023-01-04 14:43:00,3.02,12095.0,Colombia
536036,28930,AZÚCAR,1,2023-01-04 14:43:00,4.9,12433.0,Colombia
536036,87297,QUESO MUZZARELLA,2,2023-01-04 14:43:00,4.69,17419.0,Colombia
536037,95931,LECHE,1,2023-01-02 23:11:00,2.18,16712.0,Colombia
536037,31048,ACEITE DE GIRASOL,3,2023-01-02 23:11:00,3.02,14708.0,Colombia
536037,28930,AZÚCAR,5,2023-01-02 23:11:00,4.9,17449.0,Colombia
536037,26907,CAFÉ,3,2023-01-02 23:11:00,2.36,16667.0,Colombia
536037,49806,HUEVOS,5,2023-01-02 23:11:00,4.6,15397.0,Colombia
536038,31048,ACEITE DE GIRASOL,4,2023-01-03 04:58:00,3.02,14003.0,Colombia
536038,29772,FRIJOL CARGAMANTO,2,2023-01-03 04:58:00,3.43,17666.0,Colombia
536038,49806,HUEVOS,1,2023-01-03 04:58:00,4.6,14921.0,Colombia
536038,87914,ARROZ,1,2023-01-03 04:58:00,1.65,17842.0,Colombia
536039,95931,LECHE,2,2023-01-05 05:52:00,2.18,12777.0,Colombia
536039,31048,ACEITE DE GIRASOL,3,2023-01-05 05:52:00,3.02,13685.0,Colombia
536039,28930,AZÚCAR,4,2023-01-05 05:52:00,4.9,13383.0,Colombia
536039,65719,PAN TAJADO,3,2023-01-05 05:52:00,3.39,13085.0,Colombia
536039,26907,CAFÉ,2,2023-01-05 05:52:00,2.36,15570.0,Colombia
536040,26907,CAFÉ,1,2023-01-04 19:45:00,2.36,15219.0,Colombia
536040,95931,LECHE,5,2023-01-04 19:45:00,2.18,13225.0,Colombia
536040,28930,AZÚCAR,4,2023-01-04 19:45:00,4.9,13389.0,Colombia
536041,26907,CAFÉ,5,2023-01-05 01:41:00,2.36,15614.0,Colombia
536041,95931,LECHE,2,2023-01-05 01:41:00,2.18,17756.0,Colombia
536041,28930,AZÚCAR,1,2023-01-05 01:41:00,4.9,15081.0,Colombia
536041,49806,HUEVOS,1,2023-01-05 01:41:00,4.6,14879.0,Colombia
536042,31048,ACEITE DE GIRASOL,2,2023-01-07 20:45:00,3.02,17009.0,Colombia
536042,28930,AZÚCAR,3,2023-01-07 20:45:00,4.9,15869.0,Colombia
536042,29772,FRIJOL CARGAMANTO,3,2023-01-07 20:45:00,3.43,16693.0,Colombia
536042,87914,ARROZ,5,2023-01-07 20:45:00,1.65,14062.0,Colombia
536043,94537,HARINA DE MAÍZ,4,2023-01-04 19:31:00,2.76,17829.0,Colombia
536043,87297,QUESO MUZZARELLA,1,2023-01-04 19:31:00,4.69,14963.0,Colombia
536044,87297,QUESO MUZZARELLA,3,2023-01-02 00:26:00,4.69,14068.0,Colombia
536044,87914,ARROZ,5,2023-01-02 00:26:00,1.65,15113.0,Colombia
536045,28930,AZÚCAR,2,2023-01-04 08:32:00,4.9,12049.0,Colombia
536045,29772,FRIJOL CARGAMANTO,2,2023-01-04 08:32:00,3.43,14180.0,Colombia
536046,94537,HARINA DE MAÍZ,1,2023-01-07 03:44:00,2.76,13310.0,Colombia
536046,87297,QUESO MUZZARELLA,1,2023-01-07 03:44:00,4.69,14091.0,Colombia
536047,95931,LECHE,5,2023-01-07 00:09:00,2.18,12825.0,Colombia
536047,31048,ACEITE DE GIRASOL,5,2023-01-07 00:09:00,3.02,17303.0,Colombia
536047,29772,FRIJOL CARGAMANTO,1,2023-01-07 00:09:00,3.43,16111.0,Colombia
536047,87914,ARROZ,3,2023-01-07 00:09:00,1.65,16457.0,Colombia
536048,94537,HARINA DE MAÍZ,5,2023-01-01 23:10:00,2.76,17612.0,Colombia
536048,87297,QUESO MUZZARELLA,2,2023-01-01 23:10:00,4.69,12820.0,Colombia
536049,26907,CAFÉ,3,2023-01-05 20:48:00,2.36,16253.0,Colombia
536049,95931,LECHE,5,2023-01-05 20:48:00,2.18,12849.0,Colombia
536049,28930,AZÚCAR,4,2023-01-05 20:48:00,4.9,14658.0,Colombia
536050,26907,CAFÉ,3,2023-01-03 07:21:00,2.36,17613.0,Colombia
536050,31048,ACEITE DE GIRASOL,3,2023-01-03 07:21:00,3.02,14400.0,Colombia
536050,29772,FRIJOL CARGAMANTO,2,2023-01-03 07:21:00,3.43,17108.0,Colombia
536050,87914,ARROZ,5,2023-01-03 07:21:00,1.65,13520.0,Colombia
536051,31048,ACEITE DE GIRASOL,3,2023-01-03 13:36:00,3.02,17540.0,Colombia
536051,94537,HARINA DE MAÍZ,4,2023-01-03 13:36:00,2.76,15444.0,Colombia
536051,87297,QUESO MUZZARELLA,3,2023-01-03 13:36:00,4.69,13566.0,Colombia
536052,95931,LECHE,1,2023-01-03 17:54:00,2.18,13064.0,Colombia
536052,31048,ACEITE DE GIRASOL,2,2023-01-03 17:54:00,3.02,16936.0,Colombia
536052,87914,ARROZ,1,2023-01-03 17:54:00,1.65,17214.0,Colombia
536052,28930,AZÚCAR,5,2023-01-03 17:54:00,4.9,16028.0,Colombia
536052,26907,CAFÉ,3,2023-01-03 17:54:00,2.36,13982.0,Colombia
536053,94537,HARINA DE MAÍZ,5,2023-01-04 19:34:00,2.76,17189.0,Colombia
536053,29772,FRIJOL CARGAMANTO,1,2023-01-04 19:34:00,3.43,13052.0,Colombia
536053,87297,QUESO MUZZARELLA,4,2023-01-04 19:34:00,4.69,16682.0,Colombia
536054,94537,HARINA DE MAÍZ,3,2023-01-06 21:51:00,2.76,16174.0,Colombia
536054,87297,QUESO MUZZARELLA,3,2023-01-06 21:51:00,4.69,12812.0,Colombia
536055,31048,ACEITE DE GIRASOL,5,2023-01-04 13:50:00,3.02,15258.0,Colombia
536055,29772,FRIJOL CARGAMANTO,2,2023-01-04 13:50:00,3.43,15897.0,Colombia
536055,28930,AZÚCAR,5,2023-01-04 13:50:00,4.9,13745.0,Colombia
536055,94537,HARINA DE MAÍZ,2,2023-01-04 13:50:00,2.76,14104.0,Colombia
536055,49806,HUEVOS,5,2023-01-04 13:50:00,4.6,15540.0,Colombia
536056,31048,ACEITE DE GIRASOL,1,2023-01-07 21:46:00,3.02,17295.0,Colombia
536056,94537,HARINA DE MAÍZ,4,2023-01-07 21:46:00,2.76,13978.0,Colombia
536056,87297,QUESO MUZZARELLA,4,2023-01-07 21:46:00,4.69,12740.0,Colombia
536057,31048,ACEITE DE GIRASOL,1,2023-01-04 17:03:00,3.02,12319.0,Colombia
536057,29772,FRIJOL CARGAMANTO,2,2023-01-04 17:03:00,3.43,15338.0,Colombia
536057,87914,ARROZ,3,2023-01-04 17:03:00,1.65,16724.0,Colombia
536058,26907,CAFÉ,4,2023-01-04 03:52:00,2.36,17690.0,Colombia
536058,95931,LECHE,4,2023-01-04 03:52:00,2.18,13922.0,Colombia
536058,28930,AZÚCAR,1,2023-01-04 03:52:00,4.9,12561.0,Colombia
536059,94537,HARINA DE MAÍZ,3,2023-01-04 05:59:00,2.76,15766.0,Colombia
536059,29772,FRIJOL CARGAMANTO,1,2023-01-04 05:59:00,3.43,14716.0,Colombia
536059,87297,QUESO MUZZARELLA,5,2023-01-04 05:59:00,4.69,12772.0,Colombia
536060,26907,CAFÉ,5,2023-01-06 08:21:00,2.36,12008.0,Colombia
536060,95931,LECHE,4,2023-01-06 08:21:00,2.18,17932.0,Colombia
536060,28930,AZÚCAR,3,2023-01-06 08:21:00,4.9,12205.0,Colombia
536061,31048,ACEITE DE GIRASOL,1,2023-01-07 08:15:00,3.02,15402.0,Colombia
536061,29772,FRIJOL CARGAMANTO,5,2023-01-07 08:15:00,3.43,17500.0,Colombia
536061,65719,PAN TAJADO,1,2023-01-07 08:15:00,3.39,17409.0,Colombia
536061,87914,ARROZ,1,2023-01-07 08:15:00,1.65,16379.0,Colombia
536062,94537,HARINA DE MAÍZ,3,2023-01-01 15:55:00,2.76,12190.0,Colombia
536062,87297,QUESO MUZZARELLA,2,2023-01-01 15:55:00,4.69,12691.0,Colombia
536063,26907,CAFÉ,3,2023-01-07 05:19:00,2.36,12939.0,Colombia
536063,94537,HARINA DE MAÍZ,3,2023-01-07 05:19:00,2.76,16024.0,Colombia
536063,87297,QUESO MUZZARELLA,2,2023-01-07 05:19:00,4.69,14073.0,Colombia
536064,94537,HARINA DE MAÍZ,3,2023-01-03 11:37:00,2.76,12205.0,Colombia
536064,29772,FRIJOL CARGAMANTO,1,2023-01-03 11:37:00,3.43,17591.0,Colombia
536064,87297,QUESO MUZZARELLA,2,2023-01-03 11:37:00,4.69,17441.0,Colombia
536064,49806,HUEVOS,3,2023-01-03 11:37:00,4.6,15258.0,Colombia
536065,95931,LECHE,3,2023-01-05 09:34:00,2.18,15289.0,Colombia
536065,94537,HARINA DE MAÍZ,3,2023-01-05 09:34:00,2.76,16541.0,Colombia
536065,31048,ACEITE DE GIRASOL,2,2023-01-05 09:34:00,3.02,17798.0,Colombia
536065,87297,QUESO MUZZARELLA,5,2023-01-05 09:34:00,4.69,15843.0,Colombia
536066,94537,HARINA DE MAÍZ,4,2023-01-04 13:10:00,2.76,17867.0,Colombia
536066,87297,QUESO MUZZARELLA,1,2023-01-04 13:10:00,4.69,15781.0,Colombia
536067,26907,CAFÉ,5,2023-01-04 16:18:00,2.36,16571.0,Colombia
536067,95931,LECHE,1,2023-01-04 16:18:00,2.18,12450.0,Colombia
536067,28930,AZÚCAR,2,2023-01-04 16:18:00,4.9,12776.0,Colombia
536068,31048,ACEITE DE GIRASOL,4,2023-01-07 03:27:00,3.02,14104.0,Colombia
536068,29772,FRIJOL CARGAMANTO,2,2023-01-07 03:27:00,3.43,16799.0,Colombia
536068,87914,ARROZ,3,2023-01-07 03:27:00,1.65,16356.0,Colombia
536069,94537,HARINA DE MAÍZ,5,2023-01-06 17:26:00,2.76,14838.0,Colombia
536069,87297,QUESO MUZZARELLA,5,2023-01-06 17:26:00,4.69,15314.0,Colombia
536070,26907,CAFÉ,4,2023-01-07 06:28:00,2.36,16497.0,Colombia
536070,95931,LECHE,1,2023-01-07 06:28:00,2.18,14215.0,Colombia
536070,28930,AZÚCAR,1,2023-01-07 06:28:00,4.9,13693.0,Colombia
536071,28930,AZÚCAR,5,2023-01-05 16:50:00,4.9,13834.0,Colombia
536071,87914,ARROZ,3,2023-01-05 16:50:00,1.65,16028.0,Colombia
536072,31048,ACEITE DE GIRASOL,4,2023-01-02 03:03:00,3.02,17454.0,Colombia
536072,29772,FRIJOL CARGAMANTO,5,2023-01-02 03:03:00,3.43,16686.0,Colombia
536072,87914,ARROZ,5,2023-01-02 03:03:00,1.65,14561.0,Colombia
536073,31048,ACEITE DE GIRASOL,5,2023-01-01 12:51:00,3.02,16995.0,Colombia
536073,87297,QUESO MUZZARELLA,3,2023-01-01 12:51:00,4.69,13844.0,Colombia
536073,26907,CAFÉ,4,2023-01-01 12:51:00,2.36,13692.0,Colombia
536073,94537,HARINA DE MAÍZ,1,2023-01-01 12:51:00,2.76,17623.0,Colombia
536073,49806,HUEVOS,2,2023-01-01 12:51:00,4.6,17478.0,Colombia
536074,87297,QUESO MUZZARELLA,2,2023-01-08 05:10:00,4.69,14531.0,Colombia
536074,29772,FRIJOL CARGAMANTO,1,2023-01-08 05:10:00,3.43,17750.0,Colombia
536074,28930,AZÚCAR,2,2023-01-08 05:10:00,4.9,12938.0,Colombia
536074,94537,HARINA DE MAÍZ,1,2023-01-08 05:10:00,2.76,16869.0,Colombia
536074,49806,HUEVOS,1,2023-01-08 05:10:00,4.6,14004.0,Colombia
536075,31048,ACEITE DE GIRASOL,4,2023-01-03 13:14:00,3.02,17962.0,Colombia
536075,29772,FRIJOL CARGAMANTO,1,2023-01-03 13:14:00,3.43,13540.0,Colombia
536075,87914,ARROZ,5,2023-01-03 13:14:00,1.65,17689.0,Colombia
536076,95931,LECHE,1,2023-01-05 18:14:00,2.18,14346.0,Colombia
536076,31048,ACEITE DE GIRASOL,3,2023-01-05 18:14:00,3.02,15006.0,Colombia
536076,65719,PAN TAJADO,2,2023-01-05 18:14:00,3.39,13906.0,Colombia
536077,26907,CAFÉ,5,2023-01-04 19:07:00,2.36,16017.0,Colombia
536077,95931,LECHE,4,2023-01-04 19:07:00,2.18,13290.0,Colombia
536077,28930,AZÚCAR,5,2023-01-04 19:07:00,4.9,13243.0,Colombia
536077,87914,ARROZ,5,2023-01-04 19:07:00,1.65,12220.0,Colombia
536078,31048,ACEITE DE GIRASOL,1,2023-01-07 15:14:00,3.02,14949.0,Colombia
536078,29772,FRIJOL CARGAMANTO,1,2023-01-07 15:14:00,3.43,17909.0,Colombia
536078,87914,ARROZ,1,2023-01-07 15:14:00,1.65,16169.0,Colombia
536079,95931,LECHE,3,2023-01-04 09:50:00,2.18,15271.0,Colombia
536079,31048,ACEITE DE GIRASOL,5,2023-01-04 09:50:00,3.02,13357.0,Colombia
536079,87297,QUESO MUZZARELLA,2,2023-01-04 09:50:00,4.69,16947.0,Colombia
536079,87914,ARROZ,5,2023-01-04 09:50:00,1.65,15766.0,Colombia
536079,49806,HUEVOS,5,2023-01-04 09:50:00,4.6,12340.0,Colombia
536080,95931,LECHE,3,2023-01-03 02:57:00,2.18,12023.0,Colombia
536080,65719,PAN TAJADO,3,2023-01-03 02:57:00,3.39,13097.0,Colombia
536081,26907,CAFÉ,4,2023-01-05 00:36:00,2.36,16301.0,Colombia
536081,94537,HARINA DE MAÍZ,4,2023-01-05 00:36:00,2.76,17592.0,Colombia
536082,31048,ACEITE DE GIRASOL,3,2023-01-01 23:23:00,3.02,14032.0,Colombia
536082,29772,FRIJOL CARGAMANTO,1,2023-01-01 23:23:00,3.43,14330.0,Colombia
536082,65719,PAN TAJADO,4,2023-01-01 23:23:00,3.39,17647.0,Colombia
536082,87914,ARROZ,4,2023-01-01 23:23:00,1.65,16241.0,Colombia
536083,31048,ACEITE DE GIRASOL,1,2023-01-04 05:07:00,3.02,12354.0,Colombia
536083,29772,FRIJOL CARGAMANTO,3,2023-01-04 05:07:00,3.43,14061.0,Colombia
536083,87914,ARROZ,3,2023-01-04 05:07:00,1.65,15718.0,Colombia
536084,95931,LECHE,2,2023-01-08 00:07:00,2.18,16558.0,Colombia
536084,31048,ACEITE DE GIRASOL,2,2023-01-08 00:07:00,3.02,13500.0,Colombia
536084,87297,QUESO MUZZARELLA,5,2023-01-08 00:07:00,4.69,12223.0,Colombia
536084,26907,CAFÉ,2,2023-01-08 00:07:00,2.36,13512.0,Colombia
536084,94537,HARINA DE MAÍZ,4,2023-01-08 00:07:00,2.76,12343.0,Colombia
536085,31048,ACEITE DE GIRASOL,2,2023-01-07 09:11:00,3.02,12539.0,Colombia
536085,49806,HUEVOS,4,2023-01-07 09:11:00,4.6,12334.0,Colombia
536085,65719,PAN TAJADO,2,2023-01-07 09:11:00,3.39,12576.0,Colombia
536086,31048,ACEITE DE GIRASOL,3,2023-01-02 15:41:00,3.02,14919.0,Colombia
536086,29772,FRIJOL CARGAMANTO,4,2023-01-02 15:41:00,3.43,14319.0,Colombia
536086,87914,ARROZ,1,2023-01-02 15:41:00,1.65,12898.0,Colombia
536087,31048,ACEITE DE GIRASOL,1,2023-01-04 01:43:00,3.02,16237.0,Colombia
536087,29772,FRIJOL CARGAMANTO,2,2023-01-04 01:43:00,3.43,12610.0,Colombia
536087,87914,ARROZ,3,2023-01-04 01:43:00,1.65,17418.0,Colombia
536088,26907,CAFÉ,1,2023-01-03 21:01:00,2.36,17674.0,Colombia
536088,95931,LECHE,3,2023-01-03 21:01:00,2.18,12344.0,Colombia
536088,28930,AZÚCAR,4,2023-01-03 21:01:00,4.9,15377.0,Colombia
536088,94537,HARINA DE MAÍZ,2,2023-01-03 21:01:00,2.76,14462.0,Colombia
536089,26907,CAFÉ,1,2023-01-01 17:21:00,2.36,16562.0,Colombia
536089,95931,LECHE,4,2023-01-01 17:21:00,2.18,16304.0,Colombia
536089,28930,AZÚCAR,3,2023-01-01 17:21:00,4.9,13342.0,Colombia
536089,29772,FRIJOL CARGAMANTO,1,2023-01-01 17:21:00,3.43,13709.0,Colombia
536090,95931,LECHE,1,2023-01-05 01:33:00,2.18,14380.0,Colombia
536090,94537,HARINA DE MAÍZ,5,2023-01-05 01:33:00,2.76,15863.0,Colombia
536090,65719,PAN TAJADO,3,2023-01-05 01:33:00,3.39,14435.0,Colombia
536090,87914,ARROZ,5,2023-01-05 01:33:00,1.65,17878.0,Colombia
536091,26907,CAFÉ,2,2023-01-05 17:16:00,2.36,13250.0,Colombia
536091,95931,LECHE,4,2023-01-05 17:16:00,2.18,12580.0,Colombia
536091,28930,AZÚCAR,3,2023-01-05 17:16:00,4.9,16843.0,Colombia
536092,26907,CAFÉ,2,2023-01-07 04:36:00,2.36,15259.0,Colombia
536092,95931,LECHE,4,2023-01-07 04:36:00,2.18,17078.0,Colombia
536092,28930,AZÚCAR,4,2023-01-07 04:36:00,4.9,14819.0,Colombia
536093,94537,HARINA DE MAÍZ,3,2023-01-03 16:57:00,2.76,13283.0,Colombia
536093,29772,FRIJOL CARGAMANTO,3,2023-01-03 16:57:00,3.43,12340.0,Colombia
536093,87297,QUESO MUZZARELLA,5,2023-01-03 16:57:00,4.69,12190.0,Colombia
536093,49806,HUEVOS,2,2023-01-03 16:57:00,4.6,15385.0,Colombia
