TV,Social Media,Influencer,Radio,Sales
18.30859625,3.349844406,Macro,22.874651909976553,232.8098953
25.36070505,3.636620364,Micro,22.93123519559561,260.1040896
16.70376892,1.888403291,Macro,21.738380555079324,325.5137107
16.5207045,0.595258971,Micro,21.47602850171806,171.7323311
20.4962389,0.8425903,Micro,22.090949953875104,129.7000617
19.91416231,6.070675656,Mega,21.722571044929776,198.1224608
37.96929695,4.739682162,Macro,21.85288723806529,314.311367
23.78188165,1.048029693,Nano,22.48994716087995,213.2724719
18.99043686,2.714217977,Micro,22.572095999545308,168.0814469
11.61161414,3.240610721,Micro,22.326959499569423,114.6961146
5.104034315,2.428498516,Micro,21.33532500781613,60.2661565
20.80062547,5.617721908,Mega,21.99122952602401,174.8805455
26.72353586,3.600530083,Mega,22.99155862137534,333.9225156
12.26220119,0.43813494,Macro,21.85555395496582,136.5561795
0.688749344,0.982755686,Mega,21.1379749670528,33.45988582
27.4575452,5.358948693,Micro,21.812101753175106,293.8314848
9.616684504,4.067506017,Nano,22.183549800634637,76.62726351
7.518263983,1.381464824,Nano,22.15410264359071,68.42501013
10.64010399,0.805867329,Micro,22.076234842740256,116.151319
4.451725157,0.925170583,Micro,21.369779164352842,47.57626686
6.145248262,1.591116473,Macro,21.916037046121613,32.56682505
16.25772483,2.784612646,Mega,21.648707162768194,132.1699982
13.9792447,0.891245828,Macro,22.00475875437462,162.9699605
25.40659637,3.215455403,Micro,22.242509928472707,262.4011715
31.35729304,9.619583514,Nano,21.609644896216494,336.4166364
20.62311544,6.519578952,Macro,22.77130519796753,265.8166987
12.37241338,6.51582713,Micro,21.76639400346216,46.12759555
15.85805646,3.969103203,Mega,21.899996293858916,173.1519293
40.73698967,4.636563904,Nano,22.28259059341075,329.3505396
18.96855432,3.658658469,Macro,22.742354273397037,238.599751
15.21955294,0.74054497,Nano,22.3678104430603,190.8058971
24.87143894,3.514416989,Mega,22.26401272692472,313.0012579
33.99232228,5.781691282,Mega,22.8244092730647,311.6077516
0.021882615,0.301150118,Micro,21.724788655578507,53.70202085
17.80623496,2.724311667,Micro,21.34807377540442,90.53373293
17.29582864,3.449765367,Nano,21.79299208567894,234.8878482
12.33661999,1.217325392,Macro,22.461251122831932,166.731075
21.03563703,2.676063422,Nano,22.345437244849897,201.1306345
22.17656835,7.68073193,Macro,22.754283125906213,223.4236503
19.75022142,4.689765848,Micro,21.618178546791942,98.1061183
36.57380821,5.273156173,Mega,21.796012595122008,354.7973747
2.807795774,0.60165589,Mega,21.712026764659573,48.15867528
23.08148805,3.056298128,Macro,21.494269018850897,219.5681841
27.63860309,6.434458431,Macro,22.383151705920394,251.9798305
16.66951578,4.302800082,Macro,22.42238291855933,177.7978825
11.85926874,1.787562176,Mega,21.935039739699395,110.3772781
25.11653866,5.846600188,Mega,21.851140772698173,261.9747959
7.377348336,4.990927845,Macro,21.41624628224795,106.4830485
12.39492222,0.742938135,Mega,22.39666622490371,176.9281077
29.72194699,5.393795763,Macro,21.73997922082505,348.4970199
30.48464888,5.005497564,Mega,22.41896122603491,316.4611153
42.27157869,7.379310185,Macro,23.093286904543582,328.8426678
17.36953424,4.404963491,Macro,21.769535402196414,188.2123858
12.20695949,5.385105587,Micro,22.36559511021882,196.4569343
30.35777737,4.303529107,Macro,21.56064801605841,241.2753185
27.24136991,4.250422344,Nano,22.652037321184615,214.4367376
6.151431894,5.955430467,Mega,22.219444211141937,143.1785436
6.289604837,1.761397829,Nano,21.806073827371446,89.58970992
7.100091534,1.5936932,Macro,22.150734144434097,89.81015562
14.56091329,6.555528147,Nano,22.79983742185907,234.6848944
20.04545281,3.068510586,Macro,22.564053764674604,196.5427867
19.80149851,7.431546241,Micro,22.832418368567385,220.3647427
2.032868017,1.433139817,Macro,21.269090359378453,85.89262454
23.74340747,6.509060472,Mega,22.34928179532771,318.145612
12.22643543,2.751871742,Macro,21.165530437293423,51.7856327
25.58280593,4.020770888,Macro,21.88274230557632,238.6030704
27.85248821,8.473494927,Nano,22.664564892719763,339.5852883
18.40910552,9.195497391,Nano,21.819468930374804,167.7398014
27.18067734,3.462775387,Mega,22.91460680508871,276.0140254
4.444784543,1.415729265,Micro,21.658129321123226,121.0460117
26.92055929,5.625046446,Micro,23.001359809004818,248.1605299
31.55107466,5.170242248,Macro,22.096754348577097,350.0908826
20.77468172,6.259153285,Micro,22.448900905949937,229.0903237
8.808702773,2.414186295,Nano,21.955969532157376,59.28931563
21.11777814,0.500862283,Macro,21.778077749448887,223.8704545
5.402287105,6.949626356,Macro,21.905391077905144,126.9402208
31.34456883,5.531733764,Micro,23.03553804668428,313.8384574
22.44968986,0.305109692,Nano,22.89888991144252,263.346636
14.31611675,3.134427989,Macro,21.5719631645474,215.4557751
36.33821886,6.054413782,Nano,21.91958377793671,321.1344333
39.30321723,7.077221972,Micro,22.991894429560798,355.8951039
13.45217597,1.50308216,Macro,21.984227735389684,208.7495053
7.258206804,4.58201222,Nano,21.42367578152284,131.7305548
21.02285901,3.664076004,Nano,22.399167285989737,194.9610328
29.43517599,3.224934232,Micro,22.536142149629395,240.1918751
4.906580811,3.263641471,Nano,21.8565350116119,66.57050729
2.081858668,2.995109293,Micro,21.492539654089395,53.80315203
27.81758246,6.171058415,Micro,21.92487336461212,298.3224774
6.705393208,1.99719926,Micro,21.524062667773798,112.0706407
28.16663617,3.41311368,Micro,21.732479429527967,198.6552704
16.85678293,3.886005263,Mega,22.11012194700185,118.9163836
31.30100477,4.080001577,Nano,21.53250322353843,247.9551456
20.76268193,4.156663595,Mega,21.63855398969156,208.8131736
8.872274678,1.605213404,Macro,22.513972508672055,132.3443679
20.12090649,3.424064454,Nano,21.98672069307926,178.5207935
5.161887001,0.592363282,Macro,21.784490154738613,126.0282242
19.87737672,2.927407367,Mega,22.186460794812117,151.1013072
13.0213872,3.264331675,Micro,21.9250798816612,211.0777734
12.55262291,1.431271991,Micro,21.652023979792133,118.9983017
7.578230065,1.031606867,Nano,22.22446109585789,76.5992176
9.837592493,2.080182174,Macro,21.52967804890956,183.7118744
4.597245997,1.669253333,Micro,21.81565984933173,56.07567864
30.59480726,4.644486108,Mega,22.511434217306512,294.980643
5.867787059,4.071008852,Mega,22.12998810909693,119.6004173
27.87458605,2.319345751,Micro,23.082306977668942,287.7861637
9.266865633,4.040010034,Mega,21.57179901294649,164.6380952
24.64889821,7.130115956,Macro,22.453161810001276,270.1894
7.055647466,2.038211676,Mega,21.566924411869536,69.14162383
23.55330281,5.89293156,Macro,22.670147670374977,219.5485134
14.68411591,0.975862762,Micro,21.42411748982991,87.8650301
8.231312431,0.304835686,Mega,21.851929022339633,35.63796975
38.34982728,5.625677284,Nano,22.047280034881872,343.7161569
11.31363936,1.457213766,Nano,22.253414278434995,192.8000619
14.37081327,0.126918813,Micro,21.426301691615638,87.31981905
34.68510091,10.0302438,Mega,22.46711017323839,298.6394097
25.48811975,2.778442938,Nano,21.970974629014794,332.9933237
9.644227993,1.805611694,Macro,22.60309213612706,154.5326132
30.02002826,6.922303959,Mega,22.498277782156343,298.2463398
10.99662027,0.740323295,Micro,21.40587291700431,111.4535967
23.20506523,2.070453608,Nano,21.816894425077102,229.998704
20.38097787,3.928353632,Nano,22.448152901951197,123.4259731
32.66492942,3.404343568,Micro,23.02440105691524,342.131861
19.32978829,2.659791544,Macro,22.85011777969102,286.7241475
25.67494111,2.394660585,Macro,21.82977489831238,267.1790104
25.18516071,5.737247752,Micro,22.382402519241992,344.5442238
18.0141482,1.533416779,Nano,21.451651489399453,202.3870613
8.177614367,3.447205649,Nano,22.220301646125534,119.4005846
20.16105438,3.305574466,Nano,22.397171811169557,219.1887773
34.65952748,2.733309859,Macro,22.367789882582933,342.4983937
16.2792597,5.187613793,Macro,21.683034846234932,119.4727749
23.34851007,1.951877827,Nano,22.748754076685312,235.1678552
28.78290675,7.412178995,Macro,22.622131418905873,351.5295188
6.660924603,0.657145317,Nano,21.922896068474742,74.78780996
16.34726096,1.401877027,Micro,22.505340557665072,193.3989459
5.000539172,0.199657398,Macro,21.510109290429074,75.82196435
28.93984477,4.558251395,Micro,22.663397977432037,309.1159827
24.83128365,7.701144623,Mega,22.03865834758018,237.953122
20.83503638,3.654609898,Mega,22.535395795825576,199.5215959
12.39563737,1.908127571,Nano,21.871821515358768,58.53156501
25.27194402,7.717105296,Nano,22.787563627643635,267.8036097
18.1727377,5.722841776,Micro,22.343494825907683,181.2762703
15.41542077,1.707459574,Mega,22.377054409221852,211.176946
17.03355173,4.427632709,Macro,22.163177690783147,130.9960832
24.49953205,3.518819199,Macro,22.516974602347858,257.4434401
28.38518716,6.157704568,Micro,21.89350300626033,222.4507601
8.437964502,2.926366891,Mega,22.008323040804598,141.5900868
19.71084564,2.568993237,Mega,22.164599840323316,144.5375994
7.989787362,0.508955059,Mega,21.599978939718408,84.70733843
23.21583157,2.823404512,Macro,21.793905726167914,267.1082037
6.491323673,1.109301779,Macro,22.305937681461636,90.57569612
20.72482281,4.321570987,Nano,22.135209892551977,314.8295426
12.6626864,1.67420182,Micro,21.508443264421846,105.6008625
5.927109027,3.881455379,Mega,21.31826742083164,104.5832771
5.441224295,1.129230695,Micro,21.66547799845052,98.45440862
17.48619727,2.355668427,Micro,21.9481679090397,160.0859022
11.99797611,2.844788545,Nano,21.49411209858981,172.2701919
0.94680009,0.659368424,Macro,22.15768353313348,118.0929681
8.35330882,0.260972544,Micro,22.042641253584257,114.3825324
24.07376287,3.314484216,Mega,21.574125662325393,208.1833927
15.03362328,1.154492729,Nano,22.495077809090688,220.7649727
28.63117245,9.072549075,Mega,21.687836708846593,238.4197656
25.10445361,6.322648609,Nano,21.727476608387718,306.8107139
10.86043151,0.898713087,Micro,21.50195924151546,130.9007509
6.621635323,0.113631173,Mega,22.09056592462068,79.93998662
0.095046942,0.111191033,Nano,22.022689945930342,44.17945113
35.10610721,7.594133849,Mega,22.88733725424916,312.3512598
27.55608572,7.176764184,Mega,22.71867964815767,274.1111902
20.17822304,0.653839725,Macro,22.66858895426268,227.5510354
7.430197108,1.294086175,Micro,21.643384254094475,44.84905295
5.931776912,0.520852596,Mega,22.770720911576635,169.6157745
14.69851591,1.463555453,Micro,22.645769941905655,202.8868815
24.00006894,2.348452517,Nano,21.57362454992438,210.7318961
17.91700078,4.655722638,Micro,22.236384267548285,77.38879735
23.97771882,4.967358267,Micro,22.481347236683852,299.7485752
22.70338207,2.302985634,Mega,21.587161520231305,118.8740489
32.79010616,10.2437346,Mega,22.611313460920957,296.8122379
20.70580331,3.522060728,Macro,21.70913830190846,223.2497053
34.618359,4.361735086,Nano,21.870919616447672,321.9573372
12.7084063,5.838251913,Nano,22.345487730974362,139.792394
13.80111588,1.731192518,Nano,22.109565010751982,129.2366754
38.41522497,7.673636553,Micro,22.74317609096586,336.7606331
22.82931149,6.750361981,Micro,22.342840400224162,196.5688926
33.27375618,5.605628024,Nano,23.137854218528375,330.7216
12.32309593,1.312615046,Macro,22.045581313145068,154.6999619
18.92071357,3.2484686,Nano,22.069561458667245,230.4018509
29.8927411,6.096743741,Mega,21.786187981550675,237.7721637
19.3160696,3.605940065,Macro,21.87666313538067,184.69981
30.20696161,8.387590266,Macro,22.85733029042451,297.8406918
23.3830835,6.09007978,Macro,22.77282852245707,246.8754116
19.40467358,1.227667435,Nano,22.045721615453527,148.1785567
19.86221522,2.198497564,Nano,21.916891742092332,269.4416982
6.008656035,2.789498789,Micro,21.26322652910682,100.8050371
12.8642464,0.024461348,Micro,21.27612032147702,84.68370693
1.470311516,1.231379728,Micro,21.398180337459692,49.28503296
16.13003967,3.866936616,Mega,22.690088822099792,196.3964655
20.27098613,3.989554606,Nano,22.924649476228844,256.9743305
11.74088996,1.639608836,Mega,22.13148154274834,144.5657092
24.30970927,2.404004508,Mega,21.6477636762173,249.1967587
34.10820913,5.137124807,Nano,22.731736251292553,272.7931535
1.575240439,2.036787105,Micro,21.28553039638639,59.08480912
6.498471407,1.634970554,Nano,21.990302853525712,59.63995335
9.726088372,0.863382785,Nano,21.81973303744273,75.92780039
21.55391007,8.112433024,Micro,22.23403231213523,192.3225804
7.544702793,2.339837083,Mega,22.137832983706012,83.55712247
29.05558455,6.136696879,Macro,21.58005505301215,177.3238903
30.08565306,4.965533461,Nano,21.641713189964044,314.483948
18.47461371,1.883694635,Mega,22.489164215769616,210.4689581
28.27780956,3.840343724,Nano,22.666063284547114,299.0219882
34.00584879,5.99737,Mega,22.528694351283065,312.1070301
10.42906573,4.37599992,Macro,21.424204949540446,138.4315947
19.93695574,5.788043334,Nano,22.481111924516483,182.5937556
14.41990991,3.449966023,Micro,21.978598280529862,119.9675456
36.89091987,10.29764311,Nano,22.709926285698938,317.8664887
28.5315743,5.572196695,Mega,22.52479148072654,331.594008
5.903771109,3.454079966,Nano,21.407250987337328,139.4600968
13.9310362,3.935940555,Nano,22.186214256363613,143.1728885
29.19533041,8.045763533,Nano,21.724676638766486,245.6391876
4.205790339,3.05864083,Mega,21.738415734211785,38.63419974
24.93153398,5.478962155,Nano,22.22124678800082,216.9365271
13.23675142,0.603918273,Mega,21.50674826282112,199.1316965
28.10521,5.05968854,Micro,21.984932168925827,282.7692806
35.88463577,2.264974023,Micro,22.2553822303897,346.3527557
33.78890644,5.026881705,Macro,22.348988991446173,328.6183478
17.93169575,6.166019182,Mega,21.349529399111887,109.8232067
30.74081606,1.325993613,Micro,21.72945398102264,335.5279533
4.27751947,0.617684626,Nano,22.348503770262553,99.01487053
27.11256453,5.223855748,Mega,22.185850557041743,304.2232926
9.100429136,2.705529895,Macro,21.97625268494168,147.5935729
22.05660505,4.372790192,Nano,21.893898914034924,102.160097
20.82910512,3.906481634,Nano,22.646663661984785,182.7487325
13.33536154,2.344050692,Nano,21.954658606754037,116.1443174
17.94192007,3.090308169,Mega,22.743426281888645,204.0461368
24.55606412,3.088863718,Mega,22.502519378872353,260.0143108
25.80629941,0.788523459,Macro,21.922840039797016,316.7094486
15.04649578,4.417364136,Macro,21.877903127494342,97.30120741
7.154535323,0.92859048,Nano,21.89020022214633,134.7922876
14.90938897,0.172817665,Macro,21.767755901636995,164.122387
12.32745975,1.450388739,Mega,22.459980781810554,106.7625412
31.47852666,8.214623871,Mega,22.833345239608065,184.0322232
13.49819708,2.084050121,Micro,21.322030921995967,53.99688051
17.97181312,1.541124943,Micro,21.89739546097598,281.5342766
7.325061924,1.587892055,Nano,21.9024445241837,70.88148393
23.99344773,0.519212296,Macro,22.006021695965263,190.1853454
24.68121877,6.002450357,Nano,22.271955632745886,256.0372024
9.963834215,5.045815917,Nano,21.991749348760496,72.56953736
21.66626693,11.53462604,Mega,22.536503717154748,200.8056007
31.22615523,4.872158084,Mega,22.953367926824832,262.6487631
19.64763273,0.856130365,Mega,21.63240217122584,105.8301332
16.84529732,4.987388927,Macro,21.85223664618339,243.3928083
15.07233814,0.928096772,Macro,21.807799182889546,123.5652911
24.32547288,3.671370321,Nano,21.667843423892872,259.992715
25.54478363,4.020040406,Mega,21.865293276696725,153.9473267
19.80994369,6.390368242,Macro,22.789973704256568,232.3273365
37.34694168,3.515729693,Micro,22.21364516472182,348.2155671
30.6636907,4.071548218,Nano,22.817875316477103,261.9545474
36.08842395,6.192077771,Micro,21.938841565281354,278.3891207
13.84088825,4.726136465,Nano,21.52776961544123,141.6677011
12.60091687,2.97134281,Mega,22.328157396803853,140.1370074
24.74836655,2.607544268,Micro,22.93933676874397,306.4206717
17.46901907,4.337634178,Nano,21.789361403374546,105.1853123
23.62333336,0.386922712,Mega,21.892038830947186,219.3898315
19.94695027,4.409942415,Nano,21.95950419651594,144.8765937
2.433254458,2.478694936,Micro,21.332820123730585,42.77124819
34.22011288,4.474838371,Mega,21.870248918766823,350.7275252
19.9094031,0.248115763,Micro,22.85745602120542,242.2535054
14.02880622,1.276217736,Nano,21.698548017380674,241.2374276
29.09432783,4.46136209,Macro,22.98029931975639,256.1411528
29.12147199,7.916414207,Nano,22.072592793569346,289.6405858
8.588407255,3.068645816,Micro,21.760706864136683,140.1615469
21.84654391,2.64241023,Macro,21.841143643651552,222.4683071
31.07632397,6.93117373,Macro,21.857764937398464,328.8750721
10.67865124,3.724557377,Micro,22.148412960166308,189.5649218
21.98199898,4.021468949,Macro,21.85573795976426,220.8382216
9.578543177,2.141996655,Mega,21.78649094941648,72.31156329
11.84308384,1.411744529,Macro,22.155226261819298,63.78917282
26.08214459,3.414835509,Mega,22.435753692171037,135.6150886
24.82051231,3.394682094,Micro,22.851798404837368,191.0424682
7.191053729,0.032587652,Nano,21.403336563043116,98.73333034
4.828279786,0.28603859,Micro,22.02779923281734,49.18778559
29.08831186,4.337243376,Mega,21.701297310113866,336.7849071
17.88647662,2.236199275,Mega,22.39203548092705,191.6377878
14.36171426,2.625772385,Mega,21.470365602322868,151.794227
14.12523976,0.417048422,Mega,22.09183372425181,95.88047198
18.81480053,3.440682119,Mega,22.205376846691134,182.5116139
37.81759713,4.893097259,Mega,21.637955552627375,342.1968478
13.44187653,5.166034391,Nano,21.758766094523327,101.2131872
15.5239034,2.819391995,Macro,22.05826549648058,104.0397523
19.80007236,5.096191875,Micro,21.778550823864133,163.6314574
25.95737332,5.781871261,Mega,22.553315679443184,282.9717437
17.85584792,4.287900392,Macro,22.304878396055397,209.5932192
26.04688499,2.488182726,Mega,22.17163386311141,276.2490618
40.19445822,5.326762155,Macro,21.935603758888156,296.2102472
12.05716495,1.448221333,Mega,22.215171013399626,84.12020878
26.00963987,1.495600762,Nano,22.247912712219073,321.0466894
30.18568336,3.43784591,Micro,21.738133211822838,320.2239615
10.45590551,1.708632243,Nano,21.597359993567892,170.3719886
8.217607504,1.975593443,Nano,22.511863623310887,103.8727026
32.88272902,3.497704311,Nano,22.75352013062618,241.3945829
25.59728155,4.903209547,Micro,23.033266112702375,314.3113297
34.75140749,3.520735816,Mega,22.124553520691745,308.3063
37.63339784,3.593898692,Mega,21.665228855952787,337.8500686
2.503614918,1.223212307,Nano,21.94795583081094,81.68934891
7.47427064,0.440111075,Mega,21.227354890497892,84.23363563
21.03218038,5.087016957,Micro,22.537610274408546,174.5641128
27.45744568,4.852580235,Macro,22.66235845975007,292.5457334
12.90576954,0.090806236,Micro,22.211542582088704,136.2445207
26.81982599,0.700882001,Mega,22.600413660507037,284.2308094
22.15855916,2.197680767,Macro,21.608440790773788,234.3288131
18.2339617,0.827545346,Mega,22.372797177056036,166.1372196
18.55239266,4.52416234,Macro,21.89951760764886,254.800892
14.11605382,2.421047312,Micro,21.715176564937526,56.11037488
5.176451181,3.561284656,Nano,21.27876456973062,100.1458568
35.11346181,4.409213287,Mega,22.976421735679097,255.7971209
13.96921225,5.209408375,Mega,21.42932875560922,90.62518481
7.633014867,4.595993855,Macro,21.919553641867623,40.91116356
20.86981195,7.882758146,Nano,22.144158428427712,311.5458763
13.02837169,4.531267811,Macro,22.188507311129495,103.9195235
0.758066665,2.359200238,Mega,22.10483987664987,112.269694
34.99956608,3.442713665,Micro,23.051312590807967,354.6234629
20.53317132,4.245637001,Micro,21.770005367848107,226.7806507
17.88186115,4.934914451,Nano,23.145875020152516,327.3869317
21.11999146,5.703028235,Macro,21.978923526100843,209.3268298
18.5906666,1.662433769,Micro,21.879805926235438,207.7180998
10.72553038,0.564039183,Nano,21.798499971191895,80.78641866
2.119801838,0.893297038,Micro,21.7357040330152,80.70133466
32.44415878,5.42544944,Nano,22.07723918916433,291.1947002
33.19821998,2.388289664,Micro,22.337827502058413,257.2367226
1.481611067,2.321315362,Nano,22.181993142838135,59.54822642
18.50667095,4.089302485,Nano,21.53086093262968,196.1839752
33.05515873,6.063457718,Mega,22.928919308946337,349.7452965
12.93873682,0.763284304,Macro,22.20211620653963,134.9158375
19.22949803,3.440342386,Micro,22.058872895928534,130.5551089
19.57607017,4.32634078,Macro,21.800819496554446,279.4144408
29.91962703,6.312902998,Mega,22.340736923949233,303.6096465
15.92090337,0.310011712,Micro,22.074782823684572,197.1262712
21.53695515,1.232423551,Micro,22.986397595637605,264.9989865
13.33891846,2.531478926,Micro,21.788168167475526,132.8755737
30.45012602,2.841142764,Nano,22.474232006708064,335.5060119
14.75867975,0.807413059,Micro,21.465870673719373,125.0736865
23.46416167,3.671607869,Macro,22.6249674798755,210.486536
13.61181888,2.670106133,Micro,21.705656501855884,104.8200646
12.85900617,2.182885119,Micro,22.10333813731797,213.340699
24.31903081,0.722076955,Nano,21.84579241343946,220.6699758
2.372901063,0.857514423,Micro,21.790265122872576,73.75120184
6.644540939,0.889902454,Nano,22.16289173032117,57.85481043
31.41643985,5.671164791,Mega,22.412486263315515,272.4063387
12.14629522,1.992383015,Mega,22.025712420839934,122.9577834
7.022067609,0.289604731,Micro,21.16376118161205,61.84675049
12.05614618,3.597400217,Nano,21.540854400515325,82.79208811
15.83879227,4.468691942,Micro,22.261235237326485,169.2070647
15.56981304,0.539963086,Macro,22.571112020549673,219.1485184
34.4405617,5.361413902,Micro,22.271397031974168,329.0149287
36.81227531,3.083608295,Mega,22.22156251278711,331.0288348
32.97063473,7.890909685,Micro,22.40233455796286,349.0638325
24.69852188,6.741382758,Micro,22.657491253123602,223.0991462
9.749321224,3.173628519,Mega,21.599673744475687,108.4865117
31.5992473,5.409547295,Mega,22.206942534563602,280.2136399
5.013390243,0.840971884,Nano,21.441477019852623,41.3738608
21.746656,4.451849392,Nano,22.821465269429332,210.2238701
22.22851939,1.901751815,Micro,22.19088872040537,212.5162269
23.44360429,3.951207434,Mega,22.93486151732945,237.7629107
